Date;Contenu_retour;Source
06/03/2023;"Bonjour M 
@FDhersin
 la semaine dernière les 6h11 et 6h31 Creil-PNO étaient trop courts pour permettre à tous les usagers de monter. Aujourd'hui le 6h11 est supprimé et le 6h31 en retard ne pourra pas prendre tout le monde. Quand aurons nous à nouveau des rames sur Amiens-Paris?";Twitter @Fdhersin
08/03/2023;"Sinon faudrait peux être nous rembourser nos abonnements ras le bol de payer pour prendre la voiture 
@FDhersin
 
@hautsdefrance";Twitter @Fdhersin
09/03/2023;"Déjà que la région est incapable d avoir un réseau 
@TERHDF
 convenable.......";Twitter @Fdhersin
09/03/2023;"Merci 
@TERHDF
 pour la bétaillère et de laisser des gens sur le quai à Seclin. 
@Fdhersin";Twitter @Fdhersin
10/03/2023;"2/ Là, j'ai « juste » : grève + arbre sur les voies/caténaires + travaux. 

Faut-il considérer cela comme une « amélioration » ?";Twitter @Fdhersin
10/03/2023;"La dernière fois que je me suis rendu dans le bassin minier 
@FDhersin
 
@marinetondelier
 
@MargauxRouchet
, j'ai eu : 

travaux + colis suspect + train court au lien d'un long + pb de freins (x2) + pb d'affichage en gare de Lille Flandres

@EcologistesHDF";Twitter @Fdhersin
10/03/2023;"la grève splendide sur les rails ter en direction de Calais Ville 
@TERHDF";Twitter @Fdhersin
10/03/2023;"Tentative de se rendre dans le bassin minier depuis le sud du Nord ce samedi 11 mars (oui, j'aime les défis).

Cette proposition de correspondance me laisse toutefois circonspect, 
@FDhersin
 
@marinetondelier
 
@MargauxRouchet
.";Twitter @Fdhersin
10/03/2023;"Plein de trains supprimés et une rame courte pour aller d'Amiens à Creil
La 
@sncf
 toujours au top !
@TERHDF
 
@FDhersin
 
#betail";Twitter @Fdhersin
15/03/2023;"On ne change pas une équipe qui gagne !Le train amien-paris 5h38 est en retard ?????????? @TERHDF
 #SNCF #terhdf #TRAIN @xavierbertrand
 #SNCF";Twitter #TERHDF
16/03/2023;#JPFarandou #sncf #terhdf demain il semblerait que destrains roulent demain mais l'appli refuse que l'on achète des billets normal ? #voixdunord #tf1;Twitter #TERHDF
17/03/2023;#JPFarandou #xavierbertrand #sncf #terhdf #dgccrf sncf connect refuse d'appliquer la réduction de la carte ter hdf est ce un bug ou une fraude à grande échelle ? #lavoixdunord #bfmtv;Twitter #TERHDF
17/03/2023;#JPFarandou #sncf #terhdf pourquoi le peu de train terhdf refuse la réduction de la carte terhdf ? C'est du vol #lavoixdunord #bfmtv;Twitter #TERHDF
18/03/2023;#terhdf #SNCF #jpfarandou #xavierbertrand vous faites des promos sur la carte ter hdf et en même temps l'appli n'accepte plus la reduction de la carte. On donne d'un côté et on reprend de l'autre;Twitter #TERHDF
19/03/2023;Interet de l'entreprise avant celle des clients. Pas besoin d'une carte de réduction au moment des soldes. Besoin au moment de la rentrée universitaire pour rentrer chez mes parents le WE par exemple. On sait que les promos ont lieu quand les gens n'ont pas besoins d'acheter.;Twitter @Fdhersin
19/03/2023;Ce ne sont donc pas des politiques publiques mais des opérations marketing. Comment voulez-vous que l'on puisse encore imaginer que vous oeuvrez pour l'intérêt général? Vous êtes censé être un service public et non amazon ou carrefour.;Twitter @Fdhersin
19/03/2023;Des services publics qui se comportent comme des chefs de rayons de supérettes. A quand des périodes de soldes ? __;Twitter @Fdhersin
20/03/2023;"Ils ont de la chance. En 
@Occitanie
, ce sont 18 nouveaux régio2N  qui arriveront dans la décennie, avec pour l'emport vélo, le minimum légal, soit 8 __.";Twitter @Fdhersin
20/03/2023;"Bonjour 
@xavierbertrand
 et 
@FDhersin
 __

Ces trains seront-ils adaptés à l'emport des vélos ? __

Sur des #TER Paris-Amiens-Boulogne/Paris-Maubeuge proches de 
@eurovelo3
 #eurovelo4 #eurovelo5 cela me semble important. #cyclotourisme

@VeloAmiens
 @monveloentrain 
@DroitAuVelo";Twitter @Fdhersin
20/03/2023;Je ne remet pas en question la carte. La question est si cette promotion de 50% est une volonté politique de M. Dhersin répondant à un objectif d’intérêt général ou une opération purement commerciale. Dans ce dernier cas cela veut dire que le reste du temps elle est trop chère.;Twitter @Fdhersin
20/03/2023;"Merci pour votre réponse. Même en période de grève où moins de matériel circule vous êtes capable de faire rouler des sous composition. __
@Fdhersin";Twitter @Fdhersin
20/03/2023;"
Je ne conteste pas le principe de la carte. Faire des soldes à des moments, déconnectés des bespins. Elle pourrait être à 20€ tout le temps. En terme d'image, s'aligner sur les pratiques des multinationales vous fait passer pour arnaqueurs comme elles.";Twitter @Fdhersin
20/03/2023;"Après la surprise du matin, l'unique bétaillère 
@terhdf
, type boîte à sardines permettant d'arriver avant 9h00 à Amiens
Cc 
@Fdhersin";Twitter @Fdhersin
21/03/2023;"Coucou @TERHDF
 @SNCFVoyageurs
 le ter qui va vers chantilly à 18 h37 il part quand ? On est dedans et toujours rien #TerHdF #SNCF #HONTE";Twitter #TERHDF
21/03/2023;Remboursement 2022 : 20 euros... On se moque de qui à la SNCF ?;Twitter @Fdhersin
22/03/2023;"Signalisation... Régulation du trafic... Problème de matériel... etc. ""Merci de votre compréhension"" ""Merci de votre compréhension"" ""Merci de votre compréhension"" ""Merci de votre compréhension"" ""Merci de votre compréhension"" ""Merci de votre compréhension"" #TERHDF #Servicepublic";Twitter #TERHDF
24/03/2023;"2 ter un vendredi soir. Capacité d'emport largement insuffisante. Outre les voyageurs, leurs bagages et vélos et trottinettes.
Cc 
@Fdhersin";Twitter @Fdhersin
25/03/2023;"On va attendre combien de temps comme ça ? Quelle considération pour les voyageurs régionaux ! 
@jamougenot
 
@FDhersin
 
@JPFarandou
 
@SNCFConnect";Twitter @Fdhersin
27/03/2023;"vous pourriez préciser que l'affluence de voyageurs est due à la suppression des 2 trains précédents !
@JeromeBodel
 
@jamougenot
 
@TER__SNCF
 
@Fdhersin";Twitter @Fdhersin
27/03/2023;"fier du service de ce soir sur l’axe PNO - Hauts de France ??? La pénibilité de subir votre service de merde au quotidien on en parle ??? 
@TERHDF
 
@FDhersin
 
@JPFarandou
 
@xavierbertrand
 
@GroupeSNCF";Twitter @Fdhersin
27/03/2023;"Et merci aussi au personnel du 18h22 de nous avoir laissé mariner… tout était rattrapable ! Suis en colère 
@Fdhersin";Twitter @Fdhersin
27/03/2023;Entre train en retard (conducteur dans un train en panne ) mettre une loco sur un train qui tombe en panne un autre mise à quai tardif et ça en quittant le boulot à 16h30 je pars uniquement de pno pour rentrer chez moi. 2h00 d attente !;Twitter @Fdhersin
27/03/2023;quelles indemnités sont envisagées pour les abonnés TER victimes des grèves sur notre région ?;Twitter @Fdhersin
28/03/2023;"Bonjour 
@TERHDF
 sauf erreur je n'ai pas eu de réponse à mon message d'hier soir. Pouvez-vous s'il vous plaît m'indiquer comment je dois faire pour être dédommagé des 3 heures de retard sur le K11 Paris-Amiens d'hier soir (départ 17 h 31) ? Merci.
cc 
@FDhersin";Twitter @Fdhersin
28/03/2023;C’est insupportable … c’est pas à 64 ans qu’on est usé c’est maintenant … usé, épuisé par un service lamentable … on nous piétine au quotidien. QUE FAIRE POUR QUE ÇA BOUGE ????;Twitter @Fdhersin
30/03/2023;"S’engager sur une promesse … énième fumisterie ! Descendez donc à la rencontre des usagers qui au quotidien souffrent et subissent un service LAMENTABLE et INDIGNE des enjeux …   vous et vos acolytes êtes totalement déconnectés des réalités … 
@TERHDF
 
@FDhersin
 
@xavierbertrand";Twitter @Fdhersin
30/03/2023;"la présence de l'objet métallique en bas à droite de la photo sur la voie Laon Amiens est-elle normale ?
Il n'en manque pas à proximité 
Cc 
@Fdhersin";Twitter @Fdhersin
30/03/2023;"A quand des investissements sur la gare de Longueau, une rénovation du batiment voyageurs ainsi que les quais et l'accessibilité PMR...
Une gare laisser à l'abandon par la Région et 
@ConnectGares";Twitter @Fdhersin
30/03/2023;Ça n’arrête pas ! Encore des retards;Facebook Les Usagers des TER Hauts de France
31/03/2023;#TERHDF k45 Lille 13h53 arrivera à quelle heure à arras ?;Twitter #TERHDF
31/03/2023;C'est bien de se baser sur des trains uniquement... Bloqué en gare d'orchies merci le réseau de bus inexistant;Twitter @Fdhersin
31/03/2023;"Whaouh. Je suis dans le 6h31, mon train normal. Entre les grèves et les lendemains avec TT recommandé, les suppressions, les versions raccourcis, les gros retards, c'est la 1ere fois que j'arrive à monter dedans au mois de mars 2023. On est le 31. 
@SNCFvamtuer
 
@FDhersin";Twitter @Fdhersin
31/03/2023;Train Calais Dunkerque de 17h39 supprimé. Aucune annonce sur l application, ni aucun affichage, un train fantôme;Facebook Les Usagers des TER Hauts de France
01/04/2023;Bjr, c'est là que l'on voit qu'il faut un entretient autour des voies. C'est à dire couper les arbres, aux abords des voies, à une petite hauteur afin d'éviter tout problèmes comme celui sur la photo. Certes c'est enlever de la verdure mais c'est pour la sécurité des voyageurs !;Twitter @Fdhersin
01/04/2023;"Bonjour, pour le dédommagement de 30 % aux abonnés SNCF en lien avec les grèves, sur le site indiqué du mail, il est mis après avoir noté mon numéro d'abonnée : nous n'avons pas trouvé votre abonnement : merci de remplir le formulaire en ligne ""ici"", et en cliquant sur ce dernier, on m'informe que le service n'est plus disponible ! Le pb est qu'au guichet, ils ne savent pas. Et le 6 avril, ce sera trop tard.... quelqu'un peut-il m'aider ? Merci.";Facebook Les Usagers des TER Hauts de France
03/04/2023;"on s'en fiche des marquises, j'habite Longueau et je veux prendre le train à Longueau et ne pas aller à Amiens (avec ses surcouts que la SNCF ne prend pas en charge) j'ai un fauteuil de 550kg, je doute que ça rentre dans un taxi.
J'ai l'impression de parler à un mur
@FDhersin";Twitter @Fdhersin
03/04/2023;espère que le contrat à venir pour l'étoile d'Amiens appréhende le sujet avec un programme de dégagement des abords des voies pour prévenir cette situation;Twitter @Fdhersin
03/04/2023;Les trains de 7 h 16 et 7 h 21 supprimés vers Lille.  1 rame pour celui de 7 h 45. Ajout d'1 rame a Arras. 20 mim de retard a Douai…;Facebook Les Usagers des TER Hauts de France
04/04/2023;"fiers les guignols ???? Des retards, pas d’infos, des soirées flinguées, des heures sup de garde à supporter … rien ne change … on subit et ON LA FERME … 
@xavierbertrand
 
@Fdhersin";Twitter @Fdhersin
04/04/2023;Nous voyageons déjà de manière inconfortable, debout les uns sur les autres. Pourquoi ?;Twitter @Fdhersin
04/04/2023;"Bonjour. Que se passe-t-il pour le C41 prévu au départ à Seclin à 8h09 pour être retenu en gare de manière prolongée ? 
@Fdhersin";Twitter @Fdhersin
04/04/2023;"À quand des trains suffisants entre Lens et Lille le matin 
@TERHDF
 ? À quand le retour des Regio2N avec de la place prévu pour ce trajet 
@Fdhersin";Twitter @Fdhersin
04/04/2023;"bonjour une raison pour la suppression du Tergv de 6h42 Amiens - Lille, alors qu'il était annoncé roulant hier soir ? 
@FDhersin
 
@xavierbertra";Twitter @Fdhersin
04/04/2023;"Ça faisait longtemps que la SNCF n'avait pas fait des siennes sur le K70.... Quoique avec leur grève et le 18h12 qui a été souvent supprimé  tout le mois de mars, on s'en habituerait presque..______
Bref K70 de 17h12, sens Dunkerque Lille, un passager refusant d accrocher son vélo et prend toute la place de l'espace vélo.
Ce dernier a refusé à plusieurs reprises de décaler son vélo pour finalement s'exécuter en étant agressif..
Bien sur, face à ce genre d'incivilite, j ai été c… En voir plus";Facebook Groupe des usagers en colère des ter des hauts de France
05/04/2023;#orry la ville #terhdf gare d'orry : la pire du réseau où la nana ferme le rideau du guichet quand  vous lui demandez de faire remonter au chef de gare des infos utiles pour les voyageurs, et qui du coup, refuse de me vendre mon abonnement de train. Il n'y a pas de limite...;Twitter #TERHDF
05/04/2023;A paris les trains sont impactés. Et il faut donc se débrouiller pour rentrer chez soi à PontSteMaxence…..;Twitter @Fdhersin
05/04/2023;"Bah oui bien sûr... Supprimons le 7h16 pour un incident technique...
Entre le manque de sécurité de la veille et le train supprimé, je sens que le mois d'avril va être grandiose à la SNCF";Facebook Groupe des usagers en colère des ter des hauts de France
05/04/2023;"Montre femme trouver hier dans la descente de l'escalier de la gare de Douai à 7h36
Elle a été déposé au bureau voyageurs de la gare de Douai.
Bonne journée à tous.";Facebook Les Usagers des TER Hauts de France
06/04/2023;Merci la sncf pour la Paris - Saint-Quentin 00:49 toujours aucun signe de vie ! Vous pourriez au moins éteindre les lumières de train pour qu’on puisse dormir #sncf #ter #SNCFVOYAGEURS #terhdf;Twitter #TERHDF
06/04/2023;Plus de 8H pour le retour en partant de Paris à 18H19 arrivée à Mennessis à 2H15 panne de train à Chauny mais on déplore qu'il n'y a plus de réserve à Tergnier depuis plusieurs années.;Twitter @Fdhersin
06/04/2023;__ Aujourd'hui, je suis particulièrement ému car il n'y a aucun problème sur la ligne PARIS-AMIENS c'est peut-être un détail pour vous mais pour moi ça veut dire beaucoup.;Facebook Les Usagers des TER Hauts de France
07/04/2023;"Qui est cette contrôleuse du 18h31 au départ de paris vers Amiens qui refuse de faire partir en étant en plus super désagréable !! Si tu n’aime pas ton boulot et bien quitte le !! 
@TERHDF
 
@FDhersin
 
@hautsdefrance";Twitter @Fdhersin
07/04/2023;"Bonjour tout le monde.
J'ai une petite question, demain matin je dois prendre un auto car apparemment. J'aimerais savoir, je dois payer quelque chose ou c'est compris dans mon abonnement TER?
Normalement, le samedi matin je prends un train pour aller au travail mais demain il n'y en a pas de la journée.. Que des auto car.
Merci pour ceux qui me répondront";Facebook Les Usagers des TER Hauts de France
07/04/2023;"Paris Amiens 18h31 ...20 min de retard et on demande aux passagers de descendre parce que le train est trop lourd .....
J ai hâte qu'on nous demande de pousser";Facebook Les Usagers des TER Hauts de France
08/04/2023;"Allo 
@TERHDF
 
@FDhersin
 
@hautsdefrance
 
@SNCFVoyageurs
 le ter de 13h30 départ amiens pour Boulogne est une rame simple alors que le train déborde littéralement ! Pouvez vous doubler la capacité des rames pour les prochains week-ends ? Merci";Twitter @Fdhersin
09/04/2023;"on croit rêver … 6h25 au départ d’ORRY vers PNO difficulté à monter dans le train compte tenu de l’affluence et surtout de l’absence de très nombreux train … à quand un VRAI service minimum, un respect des usagers ???? 
@TERHDFusagers
 
@Fdhersin";Twitter @TERHDFusagers
10/04/2023;#TERHDF : Train Abbeville/Paris totalement bondé. C'est vrai que le week end pascal : qui aurait pu prévoir ?? __ voyage magique tous debout dans les travées avec 4 enfants et autant de valises. Merci pour tout !;Twitter #TERHDF
10/04/2023;"Ce que nous craignions s'est hélas reproduit sur la ligne Paris-Amiens-Calais ce lundi. Nous 
@TERHDFusagers
 demandons à 
@hautsdefrance
 et 
@TERHDF
 des mesures d'urgence pour éviter un nouvel été noir sur cette ligne [1/3]";Twitter @TERHDFusagers
10/04/2023;"TER HAUTS DE FRANCE: Après des attaques répétées de Xavier Bertrand contre la SNCF, elle remporte pourtant le 1er lot ouvert à la concurrence, 1 pied de nez pour le président de région?
@TERHDF
 #Hautsdefrance 
@TERHDFusagers";Twitter @TERHDFusagers
10/04/2023;"En plus de nous faire chier avec leur grève et les suppressions des trains, la SNCF retarde (encore une fois !) Le K70 !!!!
Comme ça on est sur de bien commencer notre week-end après une semaine de taf";Facebook Groupe des usagers en colère des ter des hauts de France
10/04/2023;Une fois de plus dégradation des conditions de voyage entre Amiens et Paris un lundi de Pâques fin d’après midi…;Facebook Les Usagers des TER Hauts de France
11/04/2023;"#TER : entre #Boulogne et #Paris, des usagers parfois privés de #toilettes pendant plus de 3 heures https://lavoixdunord.fr/1301336/article/2023-03-11/ter-entre-boulogne-et-paris-des-usagers-parfois-prives-de-toilettes-pendant-plus?utm_medium=Social&utm_campaign=echobox_boulogne&utm_source=Twitter#Echobox=1678523574 
@SNCFVoyageurs
 
@SNCF
 
@TERHDFusagers";Twitter @TERHDFusagers
11/04/2023;"Coucou 
@TERHDF
. Que se passe-t-il pour que le C40 roule lentement et soit en retard ? Pendant ce temps le C41 traîne derrière. Et circule à vide tandis que les C40 sont bondés. Comme les K qui passent sans s'arrêter. Cc 
@Fdhersin";Twitter @Fdhersin
11/04/2023;N'y a t-il aucun moyen d'augmenter la capacité du 7h22 Amiens / Paris ? C'est toujours et systématiquement la guerre depuis Longueau. Et malgré la composition en 7 voitures de notre fabuleux corail de 40ans d'âge, de nombreuses personnes sont désormais debout, tous les mardis.;Facebook Les Usagers des TER Hauts de France
12/04/2023;"Une bonne initiative de 
@TERHDF
 : faute de toilettes, le train s'arrête 10 min en gare d'Amiens. Merci d'avoir écouté cette revendication de 
@TERHDFusagers
!";Twitter @TERHDFusagers
12/04/2023;"Sur ma ligne c’est pas mieux que le semaine dernière voir pire le seul retour d’Arras va être effectué par un 2NPG au lieu d’un 2NNG 4 caisses, donc aucune amélioration bien au contraire 
@Fdhersin";Twitter @Fdhersin
12/04/2023;"quel sera le pourcentage de la réduction de l'abonnement TER du mois d'Avril 2023 ? 
@FDhersin
 ?";Twitter @Fdhersin
12/04/2023;"l va falloir sortir le carnet de chèques pour dédommager les abonnés 
@FDhersin
 
@xavierbertrand
 
@TERHDF
 
@JPFarandou
 
@TER__SNCF
 
@SNCFVoyageurs
 pour vos grèves !!!!!";Twitter @Fdhersin
12/04/2023;Bonjour pouvez-vous me donner une explication sur la disparition du train Beauvais 7:40 paris nord 9h ce jour . Car il n’est pas noté supprimé juste disparu. Merci.;Facebook Les Usagers des TER Hauts de France
12/04/2023;Bonjour cela fait plusieurs fois que le train saint quentin Paris arrivée à 8h26 a paris est raccourci.  Ce train est bondé tous les jours. Savez vous ce qui pourrait expliquer le raccourcissement de ce train? Bonne journée;Facebook Les Usagers des TER Hauts de France
12/04/2023;On a souvent le même sur la ligne Amiens Paris. Généralement, c'est un problème de matériel (rame en panne, rame réquisitionnée sur une autre ligne, etc);Facebook Les Usagers des TER Hauts de France
12/04/2023;Ça va être mieux soit disant ______, avant c était la SNCF, demain se sera la SNCF qui dira c'est la faute à la région,et la région répond c est la SNCF, gestion de de dingue.;Facebook Les Usagers des TER Hauts de France
13/04/2023;"erreur de titre ""support unique"" et non billet, en fait c'est une carte Pass pass comme dans les TER Hauts de France ? 
@TERHDFusagers";Twitter @TERHDFusagers
13/04/2023;"22 
@TERHDF
 remis en circulation entre le 3/04 et le 2/05. Bonne nouvelle mais des dizaines de TER ne roulent toujours pas faute de personnel.
@FDhersin
 
@CBeaune
 
@TERHDFusagers
 
@SNCFvamtuer
 
@FnautHdf
 
@assosurlesrails
  
@thhutin
 
@KarimaDelli
 
@CourrierPicard
 
@lemiroirdunord
  
@WEO_TV";Twitter @TERHDFusagers
13/04/2023;12 à cause d'un manque de place. Où sont les V2N ou les Regio2N ?;Twitter @Fdhersin
13/04/2023;"Non, il s'agit d'une affluence normale ! Arrêtez. Et arrêtez avec le coup de la maintenance, ça fait une semaine que c'est comme ça. Arrêtez de nous prendre pour des idiots. 
@Fdhersin";Twitter @Fdhersin
13/04/2023;"Nous devrions être à Lille à cette heure, nous partons à peine de Seclin. 
@Fdhersin";Twitter @Fdhersin
13/04/2023;"Bonjour 
@TERHDF
 quel est le motif de l'arrêt long à Libercourt ? 
@Fdhersin";Twitter @Fdhersin
13/04/2023;"Le train doit laisser des voyageurs sur le quai.
Qui est violent 
@FDhersin
 ?";Twitter @Fdhersin
13/04/2023;"Et bien sûr en retard 
@TERHDF
, même sur celui annoncé. Je sais régulation du trafic 
Photo de 7h20 l'unique train qui devrait être à quai, devra absorber un quart de sa jauge alors qu'il n'en a plus la capacité 
Absolument irresponsable
Cc 
@FDhersin
 
@SHaussoulier
 
@PascalBohin";Twitter @Fdhersin
13/04/2023;"1 P20 au lieu de 4. 1 voiture de plus pour les valises des pensionnaires.
Grève, soit. Mettre à profit l'ineptie très onéreuse du compostage des cartes serait un minimum !
Cc 
@Fdhersin";Twitter @Fdhersin
14/04/2023;"Pas de développement  économique  tant qu'une véritable  politique  de transports de decarbonnés ne sera efficace. Les ressorts économiques sont connus  mais encore une fois vous faites confiance  à la 
@GroupeSNCF
 et au 
@TERHDF
 qui ne souhaitent  que se gaver de subventions";Twitter @Fdhersin
14/04/2023;le ter hdf et la Sncf sont un désastre industriel , auquel vous apportez votre soutien . Le vendredi  systématiquement  c'est  le bordel. A quand va t on imposer un nombre de places assises le lundi et le vendredi ? Venez vous assoir avec nous dans les couloirs;Twitter @Fdhersin
14/04/2023;"encore un train sous dimensionné. Même le chef de bord vient de s'en excuser. 
Quand on réduit le nombre de trains, il convient d'accroître la capacité des subsistants.
Outre les conditions de voyage déplorables, quelle responsabilité en cas d'accident.
Cc 
@FDhersin";Twitter @Fdhersin
14/04/2023;"Aucune information communiquée à bord, bloquée depuis 7h20 en gare de Noyon, aucun moyen de substitution proposée une honte…. 
@Fdhersin";Twitter @Fdhersin
14/04/2023;"comment peut il y avoir un retard pour « régularisation du trafic » alors qu’il n’y a pas de trafic ???? Orry -) Paris c’est 3 trains le matin au lieu d’une douzaine d’euros une semaine ! ON EN PARLE ??? 
@JeromeBodel
 
@JPFarandou
 
@xavierbertrand
 
@FDhersin";Twitter @Fdhersin
14/04/2023;"Aux passagers du K70 Hazebrouck Dunkerque, à force de se plaindre, j'ai réussi à avoir une responsable du service Transports de la Région.
La Région a, à son tour, reconnu le très mauvais mois de fevrier sur notre ligne et les trains supprimés en mars dû aux grèves.
La Région a décidé de faire remonter ces anomalies auprès de la SNCF afin d'améliorer notre ligne.
La Région encourage aussi à ne pas hésiter à faire remonter les problèmes récurrents de cette ligne sur sa page Facebook ou par nos élus.
J'en ai profité pour dénoncer la situation d'incivilite d'un passager agressif ayant eu lieu le 4 avril et l'inaction de la contrôleuse SNCF 
L'union fait la force !!!";Facebook Groupe des usagers en colère des ter des hauts de France
14/04/2023;"Petite histoire positive du jour :
Je perds aujourd'hui mon téléphone dans le TER de Douai direction Valenciennes à la gare de Somain (18h07), immédiatement je vais voir au guichet s'ils peuvent contacter le contrôleur du train pour voir s'il est toujours là et à ma grande surprise oui (ouf __ !), d'après ce que j'ai compris ça serait une femme qui l'aurai trouvé et donné au chef de bord, j'espère que c'est celle qui me ""matait"" pendant le trajet et qui détournait son regard quand je la regardais ____
Si jamais tu lis ce message, n'hésite pas.. __";Facebook Les Usagers des TER Hauts de France
15/04/2023;"Taux de gréviste de 15% aujourd'hui à la SNCF. On peut estimer ce taux à moins de 5% demain. 
Comment justifier tant d'annulation? 
@lavoixdunord
 
@SudRail
 
@Fdhersin";Twitter @Fdhersin
15/04/2023;"Dites 
@TERHDF
 toujours pas de K11 sur Amiens PNO Amiens demain jeudi ? La situation n'est donc pas en amélioration. Car à l'exception des weekends la ligne est toujours en souffrance... 
@FDhersin
 
@JeromeBodel
 
@xavierbertrand
 mettez des trains longs au moins !!!!";Twitter @Fdhersin
15/04/2023;"Étonnamment il n'y a qu'à Libercourt qu'il y a forte affluence. 
@TERHDF
 sous-estime-t-il la taille des trains qui s'arrêtent à cette gare, quotidiennement ? 
@Fdhersin";Twitter @Fdhersin
15/04/2023;"17h12 K70 Dunkerque-Hazebrouck-Lille...
La CGT décide de prendre en otage les usagers du K70 sous les yeux de la police.
Une tentative de dialogue vaine. Nous avons été plusieurs à leur dire que nous sommes fatigués et que nous voulions juste rentrer chez nous rejoindre nos familles.... 
Nous leur avons dit d'aller bloquer les politiques : députés et sénateurs. En vain
Nous leur avons dit que les retards et le stress du K70 nous le subissons toutes les semaines avec des conséquences pour notre travail ou nos études...
Le ton est finalement monté face au refus catégorique de nous laisser partir.
Des usageres en pleurs !
Des personnes qui vont louper leur correspondance !
Des pétards lancés par la CGT sur les usagers !!!
Des insultes y compris au moment du départ du train.
Nous étions a 2 doigts de dégager nous même ces preneurs d'otages par la force, dans la mesure où ni la police ni la sncf n'ont bouge pour venir en aide aux usagers du K70...
Je tiens à remercier les quelques usagers du  K70 qui n'ont pas eu peur d'affronter ces personnes se fichant de nos vies, de nos problèmes....
L'union fait la force !";Facebook Groupe des usagers en colère des ter des hauts de France
16/04/2023;Monsieur le vice président, notre train k13 qui devait quitter aulnoye Aymerie ce matin à 8h54 a été supprimé. Nous avons du nous organiser  . Aucun message préalable. C est vraiment compliqué. Merci de faire remonter l info pour que les passagers soient prévenus. Cordialement.;Twitter @Fdhersin
16/04/2023;"Merci pour ne pas avoir oublié l'objet de votre activité, 
@TERHDF
: capacité doublée en 1 semaine, enfin et à l'heure au départ.
Reste la ponctualité à l'arrivée 5 mn de retard pour un trajet de 12 mn. Chronique 
Cc 
@Fdhersin";Twitter @Fdhersin
16/04/2023;"Bonjour le site sncf ont annoncés des travaux sur les voies ferrés de de Saint omer à Pont d'ardres du 17 avril au 16 juin et ils disent que le trafic est interrompu entre Hazebrouck et Calais en journée et qu'il y a des cars de substitution qui sont mis en place
Je dois me rendre sur audruicq le 24 avril pour déposer mon fils chez son père 
Quelqu'un pourrait il confirmer s'il y a des bus  jusqu'à audruicq depuis Hazebrouck svp?
Merci pour vos réponses 
Bon courage à tous les voyageurs";Facebook Groupe des usagers en colère des ter des hauts de France
17/04/2023;Bonjour #TERHDF que se passe-t-il ? Le K14 de 7:46 est toujours à quai en gare de Saint Quentin;Twitter #TERHDF
17/04/2023;"la desserte de Creil est toujours génératrice d’affluence sur la ligne Pno / Calais : serait il possible d’y renoncer svp. 
@xavierbertrand";Twitter @Fdhersin
18/04/2023;"c'est bizarre qu'on arrive à trouver 8 à 10 personnes pour contrôler à 18h et que les jours de gros incidents aucun agent ne soit visible en gare à la même heure... 
@jamougenot
 
@Fdhersin";Twitter @Fdhersin
18/04/2023;"Nous somme à 8 pannes depuis début avril sur cet horaire , c'est quoi les mesures qui sont prises par le 
@TERHDF
 
@hautsdefrance
 
@xavierbertrand
 
@FDhersin
 pour résoudre le problème ?";Twitter @Fdhersin
18/04/2023;Panne passage à niveau entre Douai et Lille… 5h51 départ Douai supprimé… 6h51 15 minutes de retard.. __;Facebook Les Usagers des TER Hauts de France
19/04/2023;On peut rien prévoir avec vous tchiiip #TERHDF #SNCF;Twitter #TERHDF
19/04/2023;"C'est  pas possible,  il se passe  quoi encore sur l'axe Lille Valenciennes  le 17h05 30 min de retard  le 17h09 30 min de retard, toutes la semaine un merde sur les horaires 17h 19h 
@FDhersin
 
@xavierbertrand";Twitter @Fdhersin
20/04/2023;"Merci la SNCF qui est sans doute parti chercher les œufs en chocolat de pâques plutôt que d'assurer la liaison du K70 de 17h12...
J'adore rester 1h à Dunkerque pour rien après mon taf";Facebook Groupe des usagers en colère des ter des hauts de France
20/04/2023;Il y a des voyageurs qui ont attendu longtemps;Facebook Groupe des usagers en colère des ter des hauts de France
20/04/2023;Interruption de la circulation des trains en gare Lille FLANDRES encore une grève!!!!! Rien d'inhabituel à la SNCF!!!;Facebook Groupe des usagers en colère des ter des hauts de France
20/04/2023;"Sacoche, avec tout à l'interieur, retrouvée!!!!! 
Merci à l' honnête personne qui l'a déposée à la police municipale!!!!
Bonjour, mon conjoint a oublié dans le TER départ gare du nord à 17h07 direction Amiens aujourd'hui une sacoche noire avec tous ses papiers à l'intérieur. Si vous la trouvez merci de me contacter en MP .";Facebook Les Usagers des TER Hauts de France
21/04/2023;"____LIGNE PARIS AMIENS CALAIS
Un nouveau week end compliqué en perspective. A quand la relance du dossier de l'électrification et des TER supplémentaires les week end chargés ? 
@xavierbertrand

@FDhersin
 
@CBeaune
 
@HouenRichard
 
@DFasquelle
 
@Francois_Ruffin
 
@thhutin
 
@KarimaDelli";Twitter @Fdhersin
22/04/2023;"y'a pas assez de chantier en France à faire, les petites lignes SNCF sont un exemple, c'est n'est pas la VP des 
@hautsdefrance
 
@FDhersin
 qui me dira le contraire.
A l'international y'a des sous, par contre sur le territoire, les caisses sont vide nous dit-on.";Twitter @Fdhersin
22/04/2023;"Lille Valenciennes en Ter non seulement c'est trop long, et en plus ça pue la rage. Tout cela pour 12.80 € sans réduction, c'est se *foutre""de la ""clientèle "" 
@FDhersin
 
@TERHDF
 .";Twitter @Fdhersin
